antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Blues, Country, Electronic, International","Experimental, Rock",0.1407035175879397,0.41708542713567837,0.10552763819095477,0.75,1.7981927710843375,1.0,0.04684225145829651,2.3316582914572868,0.5165692007797271,0.23333333333333336,0.5711206896551724,0.5015060240963856
"Country, Easy Listening, Electronic, Rock","Experimental, Hip-Hop",0.1407035175879397,0.4371859296482412,0.11055276381909548,0.7857142857142858,1.7972085385878491,1.0,0.04903916567763441,2.626465661641542,0.5162147793726741,0.2365591397849463,0.6192602040816328,0.5192939244663384
"Easy Listening, Electronic, Unknown","Experimental, Rock, Spoken",0.20603015075376885,0.2864321608040201,0.10552763819095477,0.5121951219512195,1.7881899871630293,1.0,0.04651397691977475,1.4628140703517587,0.5551537070524412,0.2727272727272727,0.31638612160769497,0.44030808729139925
"Easy Listening, Electronic, Unknown","Experimental, Hip-Hop, Rock",0.20603015075376885,0.3015075376884422,0.11055276381909548,0.5365853658536586,1.7796747967479678,1.0,0.048433120375748095,1.5072732081459932,0.5517836593785961,0.2784810126582279,0.33655027197754,0.45162601626016263
"Blues, Instrumental, Rock, Unknown","Hip-Hop, Spoken",0.1457286432160804,0.40703517587939697,0.10552763819095477,0.7241379310344828,1.7790549169859515,1.0,0.0462109542688316,2.149497487437186,0.5126050420168068,0.2359550561797753,0.5347749853886616,0.491698595146871
"Blues, Easy Listening, Electronic","Experimental, Rock, Unknown",0.20100502512562815,0.2814070351758794,0.10050251256281408,0.5,1.7767857142857144,1.0,0.04393828438675791,1.4371859296482412,0.5471698113207547,0.26315789473684215,0.3041958041958042,0.4285714285714286
"Blues, Easy Listening, Electronic","Experimental, Spoken, Unknown",0.20100502512562815,0.2814070351758794,0.10050251256281408,0.5,1.7767857142857144,1.0,0.04393828438675791,1.4371859296482412,0.5471698113207547,0.26315789473684215,0.3041958041958042,0.4285714285714286
"Easy Listening, Experimental, Jazz, Pop","Rock, Spoken",0.135678391959799,0.41708542713567837,0.10050251256281408,0.7407407407407407,1.7759928603302098,1.0,0.04391303249917932,2.2483847810480975,0.5055232558139535,0.22222222222222227,0.555236270753512,0.4908522980812137
"Experimental, Hip-Hop, Rock, Spoken","Easy Listening, Electronic",0.20603015075376885,0.3165829145728643,0.11557788944723618,0.5609756097560975,1.7719705768486256,1.0,0.05035226383172142,1.5566722501395869,0.5487066593285636,0.2839506172839506,0.35760401721664264,0.4630274874177313
"Easy Listening, Electronic, Rock","Experimental, Spoken",0.18592964824120603,0.3969849246231156,0.1306532663316583,0.7027027027027027,1.770099213137188,1.0,0.056841998939420726,2.0283234353586113,0.5344254510921178,0.2888888888888889,0.5069819819819821,0.5159083133766679
"Blues, Experimental, Jazz, Pop","Electronic, Rock",0.15577889447236182,0.36683417085427134,0.10050251256281408,0.6451612903225806,1.7587273530711445,1.0,0.043357490972450195,1.784376427592508,0.5110119047619048,0.23809523809523808,0.4395801331285202,0.4595669465311534
"Classical, Experimental, Spoken, Unknown","Electronic, Rock",0.15577889447236182,0.36683417085427134,0.10050251256281408,0.6451612903225806,1.7587273530711445,1.0,0.043357490972450195,1.784376427592508,0.5110119047619048,0.23809523809523808,0.4395801331285202,0.4595669465311534
"Easy Listening, Hip-Hop, Instrumental, Spoken","Experimental, Rock",0.1507537688442211,0.41708542713567837,0.11055276381909548,0.7333333333333334,1.7582329317269079,1.0,0.047675563748390215,2.1859296482412067,0.5077998924152772,0.24175824175824184,0.542528735632184,0.4991967871485944
"Blues, Experimental, Hip-Hop, Spoken","Easy Listening, Electronic",0.18090452261306533,0.3165829145728643,0.10050251256281408,0.5555555555555556,1.7548500881834217,1.0,0.04323123153455721,1.5376884422110555,0.5251533742331288,0.25316455696202533,0.3496732026143791,0.4365079365079365
"Easy Listening, Electronic, Rock, Spoken","Experimental, Hip-Hop",0.1507537688442211,0.4371859296482412,0.11557788944723618,0.7666666666666667,1.7536398467432952,1.0,0.04967046286709932,2.4120603015075384,0.5060457936712118,0.2446808510638298,0.5854166666666668,0.5155172413793103
"Blues, Experimental, Pop, Spoken","Electronic, Old-Time / Historic",0.16080402010050251,0.35678391959798994,0.10050251256281408,0.625,1.7517605633802817,1.0,0.04313022398424283,1.7152428810720268,0.5113772455089821,0.24096385542168675,0.4169921875,0.45334507042253525
"Experimental, Hip-Hop, Instrumental, Spoken","Easy Listening, Rock",0.1658291457286432,0.38190954773869346,0.11055276381909548,0.6666666666666667,1.7456140350877196,1.0,0.04722102977197547,1.85427135678392,0.5120481927710844,0.25287356321839083,0.4607046070460706,0.47807017543859653
"Experimental, Hip-Hop, Pop, Spoken","Easy Listening, Rock",0.1658291457286432,0.38190954773869346,0.11055276381909548,0.6666666666666667,1.7456140350877196,1.0,0.04722102977197547,1.85427135678392,0.5120481927710844,0.25287356321839083,0.4607046070460706,0.47807017543859653
"Blues, Easy Listening, Electronic","Experimental, Rock, Spoken",0.20100502512562815,0.2864321608040201,0.10050251256281408,0.5,1.7456140350877192,1.0,0.042928208883614045,1.4271356783919598,0.5345911949685533,0.25974025974025977,0.2992957746478873,0.42543859649122806
"Easy Listening, Experimental, Pop, Rock","Hip-Hop, Spoken",0.15577889447236182,0.40703517587939697,0.11055276381909548,0.7096774193548387,1.7435284747112705,1.0,0.047145274109239674,2.0424343941931884,0.5051406926406927,0.2444444444444445,0.510388190267906,0.4906411788132219
"Blues, Instrumental, Rock, Unknown","Electronic, Hip-Hop",0.1457286432160804,0.3969849246231156,0.10050251256281408,0.6896551724137931,1.737232649498036,1.0,0.0426504381202495,1.9430485762144054,0.496764705882353,0.22727272727272727,0.485344827586207,0.47140986468790924
"Classical, International, Spoken, Unknown","Electronic, Hip-Hop",0.1457286432160804,0.3969849246231156,0.10050251256281408,0.6896551724137931,1.737232649498036,1.0,0.0426504381202495,1.9430485762144054,0.496764705882353,0.22727272727272727,0.485344827586207,0.47140986468790924
"Classical, Pop, Soul-RnB, Spoken","Jazz, Old-Time / Historic",0.1457286432160804,0.3969849246231156,0.10050251256281408,0.6896551724137931,1.737232649498036,1.0,0.0426504381202495,1.9430485762144054,0.496764705882353,0.22727272727272727,0.485344827586207,0.47140986468790924
"Easy Listening, Electronic, Old-Time / Historic, Pop","Experimental, Spoken",0.1457286432160804,0.3969849246231156,0.10050251256281408,0.6896551724137931,1.737232649498036,1.0,0.0426504381202495,1.9430485762144054,0.496764705882353,0.22727272727272727,0.485344827586207,0.47140986468790924
"Blues, Hip-Hop, Instrumental, Spoken","Rock, Unknown",0.1457286432160804,0.41708542713567837,0.10552763819095477,0.7241379310344828,1.7361861238055671,1.0,0.044746344789273,2.113065326633166,0.49635854341736696,0.23076923076923078,0.5267538644470868,0.48857498961362694
"Old-Time / Historic, Pop, Rock, Soul-RnB","Hip-Hop, Jazz",0.1457286432160804,0.41708542713567837,0.10552763819095477,0.7241379310344828,1.7361861238055671,1.0,0.044746344789273,2.113065326633166,0.49635854341736696,0.23076923076923078,0.5267538644470868,0.48857498961362694
"Easy Listening, Hip-Hop, Rock, Soul-RnB","Experimental, Instrumental",0.15577889447236182,0.37185929648241206,0.10050251256281408,0.6451612903225806,1.7349607672188316,1.0,0.0425746824575137,1.7702147099132022,0.5017857142857143,0.23529411764705885,0.4350967741935484,0.45771578029642546
"Country, Experimental, Hip-Hop, Unknown","Electronic, Rock",0.1658291457286432,0.36683417085427134,0.10552763819095477,0.6363636363636364,1.7347447073474471,1.0,0.044695841014115806,1.741206030150754,0.5077452667814113,0.24705882352941178,0.42568542568542567,0.46201743462017436
"Blues, Easy Listening, Electronic, Rock","Experimental, Unknown",0.135678391959799,0.4271356783919598,0.10050251256281408,0.7407407407407407,1.7342047930283222,1.0,0.042549430569935105,2.2096195262024407,0.4898255813953489,0.2173913043478261,0.5474333983105911,0.4880174291938998
"Classical, Jazz, Pop, Soul-RnB","Old-Time / Historic, Spoken",0.135678391959799,0.4271356783919598,0.10050251256281408,0.7407407407407407,1.7342047930283222,1.0,0.042549430569935105,2.2096195262024407,0.4898255813953489,0.2173913043478261,0.5474333983105911,0.4880174291938998
"Country, Easy Listening, Experimental, Spoken","Electronic, Hip-Hop",0.16080402010050251,0.3969849246231156,0.11055276381909548,0.6875,1.7318037974683544,1.0,0.04671599202040354,1.92964824120603,0.5035383777898749,0.2471910112359551,0.48177083333333337,0.48299050632911394
"Experimental, Hip-Hop, Spoken","Easy Listening, Electronic",0.2663316582914573,0.3165829145728643,0.1457286432160804,0.5471698113207547,1.7283617849655586,1.0,0.06141259059114669,1.509212730318258,0.5743977326405291,0.3333333333333333,0.33740288568257487,0.5037436358191075
"Experimental, Hip-Hop, Spoken, Unknown","Easy Listening, Rock",0.19095477386934673,0.38190954773869346,0.12562814070351758,0.6578947368421052,1.7226454293628808,1.0,0.052700689376530885,1.8067259373792035,0.5185093167701862,0.28089887640449435,0.44651262302096695,0.49342105263157887
"Easy Listening, Electronic, Experimental, Rock","Country, Hip-Hop",0.15577889447236182,0.4120603015075377,0.11055276381909548,0.7096774193548387,1.7222659323367429,1.0,0.04636246559430318,2.025125628140704,0.4967532467532468,0.2417582417582418,0.5062034739454094,0.488985051140834
"Experimental, Hip-Hop, Spoken, Unknown","Electronic, Rock",0.19095477386934673,0.36683417085427134,0.12060301507537688,0.631578947368421,1.7217015140591203,1.0,0.05055427893235019,1.7185929648241207,0.5181159420289855,0.27586206896551724,0.4181286549707602,0.4801730353280461
"Electronic, Hip-Hop, Old-Time / Historic, Unknown","Blues, Classical",0.1708542713567839,0.3417085427135678,0.10050251256281408,0.5882352941176471,1.721453287197232,1.0,0.042120148481098976,1.5987078248384783,0.5054545454545456,0.24390243902439024,0.3744948361023799,0.4411764705882353
"Experimental, Hip-Hop, International, Soul-RnB","Classical, Instrumental",0.1708542713567839,0.3417085427135678,0.10050251256281408,0.5882352941176471,1.721453287197232,1.0,0.042120148481098976,1.5987078248384783,0.5054545454545456,0.24390243902439024,0.3744948361023799,0.4411764705882353
"Hip-Hop, Old-Time / Historic, Soul-RnB, Spoken","Classical, Pop",0.1708542713567839,0.3417085427135678,0.10050251256281408,0.5882352941176471,1.721453287197232,1.0,0.042120148481098976,1.5987078248384783,0.5054545454545456,0.24390243902439024,0.3744948361023799,0.4411764705882353
"Easy Listening, Electronic, Hip-Hop, Rock","Experimental, Unknown",0.1507537688442211,0.4271356783919598,0.11055276381909548,0.7333333333333334,1.7168627450980394,1.0,0.04616045049367441,2.1482412060301512,0.4916621839698763,0.2365591397849463,0.5345029239766083,0.49607843137254903
"Blues, Electronic, International","Country, Experimental, Rock",0.21105527638190955,0.2914572864321608,0.10552763819095477,0.5,1.7155172413793105,1.0,0.044014040049493705,1.4170854271356785,0.5286624203821656,0.2658227848101266,0.29432624113475175,0.43103448275862066
"Country, Electronic, Hip-Hop, Rock","Easy Listening, Experimental",0.17587939698492464,0.36683417085427134,0.11055276381909548,0.6285714285714286,1.7135029354207436,1.0,0.04603419105578142,1.7046772323154233,0.5052660753880266,0.2558139534883721,0.4133786848072562,0.46497064579256364
"Classical, Experimental, Pop, Spoken","Rock, Unknown",0.1407035175879397,0.41708542713567837,0.10050251256281408,0.7142857142857143,1.7125645438898451,1.0,0.041817125830155816,2.0402010050251262,0.4842105263157896,0.2197802197802198,0.5098522167487685,0.4776247848537005
"Country, Hip-Hop, Instrumental, Spoken","Experimental, Rock",0.1407035175879397,0.41708542713567837,0.10050251256281408,0.7142857142857143,1.7125645438898451,1.0,0.041817125830155816,2.0402010050251262,0.4842105263157896,0.2197802197802198,0.5098522167487685,0.4776247848537005
"Easy Listening, Experimental, Pop, Unknown","Rock, Spoken",0.1407035175879397,0.41708542713567837,0.10050251256281408,0.7142857142857143,1.7125645438898451,1.0,0.041817125830155816,2.0402010050251262,0.4842105263157896,0.2197802197802198,0.5098522167487685,0.4776247848537005
"Easy Listening, Hip-Hop, Spoken, Unknown","Experimental, Rock",0.17587939698492464,0.41708542713567837,0.12562814070351758,0.7142857142857142,1.712564543889845,1.0,0.05227140728769475,2.0402010050251254,0.5048780487804878,0.26881720430107525,0.5098522167487682,0.5077452667814113
"Experimental, Folk, Hip-Hop, Rock","Easy Listening, Old-Time / Historic",0.15577889447236182,0.3768844221105528,0.10050251256281408,0.6451612903225806,1.7118279569892472,1.0,0.041791873942577204,1.7560529922338968,0.4925595238095237,0.2325581395348837,0.43054110301768983,0.4559139784946237
"Old-Time / Historic, Rock, Soul-RnB, Spoken","Jazz, Pop",0.1658291457286432,0.37185929648241206,0.10552763819095477,0.6363636363636364,1.7113022113022114,1.0,0.04386252872402212,1.7273869346733666,0.4982788296041307,0.24418604651162792,0.4210909090909091,0.46007371007371006
"Blues, Experimental, Rock, Unknown","Easy Listening, Electronic",0.18592964824120603,0.3165829145728643,0.10050251256281408,0.5405405405405406,1.7074217074217075,1.0,0.04164036261710564,1.4874371859296485,0.5089506172839507,0.25000000000000006,0.32770270270270274,0.429000429000429
"Experimental, Old-Time / Historic, Pop, Spoken","Easy Listening, Electronic",0.18592964824120603,0.3165829145728643,0.10050251256281408,0.5405405405405406,1.7074217074217075,1.0,0.04164036261710564,1.4874371859296485,0.5089506172839507,0.25000000000000006,0.32770270270270274,0.429000429000429
"Country, Electronic, Rock, Unknown","Experimental, Spoken",0.1708542713567839,0.3969849246231156,0.11557788944723618,0.6764705882352942,1.7040208488458675,1.0,0.04775131941112598,1.8638647784376428,0.49828722002635045,0.25555555555555554,0.4634803921568629,0.48380491437081163
"Blues, Experimental, Pop, Spoken","Electronic, Rock",0.16080402010050251,0.36683417085427134,0.10050251256281408,0.625,1.7037671232876714,1.0,0.041514103179212655,1.6884422110552766,0.4922155688622755,0.23529411764705885,0.40773809523809523,0.449486301369863
"Country, Experimental, Hip-Hop, Instrumental","Electronic, Rock",0.16080402010050251,0.36683417085427134,0.10050251256281408,0.625,1.7037671232876714,1.0,0.041514103179212655,1.6884422110552766,0.4922155688622755,0.23529411764705885,0.40773809523809523,0.449486301369863
"Folk, Hip-Hop, Old-Time / Historic, Rock","Easy Listening, Experimental",0.16080402010050251,0.36683417085427134,0.10050251256281408,0.625,1.7037671232876714,1.0,0.041514103179212655,1.6884422110552766,0.4922155688622755,0.23529411764705885,0.40773809523809523,0.449486301369863
"Experimental, Jazz, Pop, Spoken","Electronic, Rock",0.16080402010050251,0.36683417085427134,0.10050251256281408,0.625,1.7037671232876714,1.0,0.041514103179212655,1.6884422110552766,0.4922155688622755,0.23529411764705885,0.40773809523809523,0.449486301369863
"Experimental, Hip-Hop, Pop, Spoken","Electronic, Old-Time / Historic",0.1658291457286432,0.35678391959798994,0.10050251256281408,0.6060606060606061,1.6986769099445156,1.0,0.04133733996616248,1.632779281020487,0.49307228915662654,0.23809523809523808,0.3875473484848485,0.44387537345283823
"Country, Experimental, Spoken, Unknown","Electronic, Rock",0.18592964824120603,0.36683417085427134,0.11557788944723618,0.6216216216216216,1.6945575712699001,1.0,0.04737254109744704,1.6733668341708543,0.5034889962426196,0.26436781609195403,0.4024024024024024,0.4683450573861533
"Electronic, Experimental, Jazz, Pop","Blues, Rock",0.1457286432160804,0.40703517587939697,0.10050251256281408,0.6896551724137931,1.694338016177097,1.0,0.041185828640690904,1.910664433277499,0.4797058823529413,0.22222222222222227,0.47662185856224437,0.46828437633035336
"Classical, Electronic, International, Unknown","Hip-Hop, Spoken",0.1457286432160804,0.40703517587939697,0.10050251256281408,0.6896551724137931,1.694338016177097,1.0,0.041185828640690904,1.910664433277499,0.4797058823529413,0.22222222222222227,0.47662185856224437,0.46828437633035336
"Classical, Electronic, Pop, Unknown","Hip-Hop, Spoken",0.1457286432160804,0.40703517587939697,0.10050251256281408,0.6896551724137931,1.694338016177097,1.0,0.041185828640690904,1.910664433277499,0.4797058823529413,0.22222222222222227,0.47662185856224437,0.46828437633035336
"Blues, Easy Listening, Electronic, Rock","Experimental, Hip-Hop",0.135678391959799,0.4371859296482412,0.10050251256281408,0.7407407407407407,1.6943380161770965,1.0,0.0411858286406909,2.1708542713567835,0.47412790697674423,0.2127659574468085,0.5393518518518517,0.4853128991060025
"Easy Listening, Spoken, Unknown","Experimental, Hip-Hop, Rock",0.24623115577889448,0.3015075376884422,0.12562814070351758,0.510204081632653,1.6921768707482991,1.0,0.051387591222443865,1.4260887772194302,0.5426666666666666,0.29761904761904756,0.2987813830568197,0.46343537414965985
"Blues, Easy Listening, Electronic","Experimental, Hip-Hop, Unknown",0.20100502512562815,0.2964824120603015,0.10050251256281408,0.5,1.6864406779661016,1.0,0.04090805787732633,1.4070351758793969,0.5094339622641508,0.2531645569620253,0.2892857142857143,0.4194915254237288
"Blues, Instrumental, Jazz","Old-Time / Historic, Pop, Unknown",0.20100502512562815,0.2964824120603015,0.10050251256281408,0.5,1.6864406779661016,1.0,0.04090805787732633,1.4070351758793969,0.5094339622641508,0.2531645569620253,0.2892857142857143,0.4194915254237288
"Easy Listening, Experimental, Rock","Hip-Hop, Spoken, Unknown",0.25125628140703515,0.2964824120603015,0.12562814070351758,0.5,1.6864406779661016,1.0,0.0511350723466579,1.4070351758793969,0.5436241610738254,0.29761904761904756,0.2892857142857143,0.461864406779661
