support,itemsets,item_count
0.2914572864321608,"Electronic, Spoken, Unknown",3
0.2914572864321608,"Experimental, Hip-Hop, Old-Time / Historic",3
0.2914572864321608,"Experimental, Old-Time / Historic, Unknown",3
0.2914572864321608,"Hip-Hop, Instrumental, Rock",3
0.2914572864321608,"Hip-Hop, Old-Time / Historic, Rock",3
0.2864321608040201,"Blues, Country, Old-Time / Historic",3
0.2864321608040201,"Blues, Electronic, Unknown",3
0.2864321608040201,"Blues, Experimental, Unknown",3
0.2864321608040201,"Blues, Jazz, Unknown",3
0.2864321608040201,"Experimental, Old-Time / Historic, Spoken",3
0.2864321608040201,"Experimental, Rock, Spoken",3
0.2864321608040201,"Hip-Hop, Instrumental, International",3
0.2864321608040201,"Hip-Hop, Instrumental, Unknown",3
0.2864321608040201,"Hip-Hop, International, Soul-RnB",3
0.2864321608040201,"Hip-Hop, Pop, Rock",3
0.2864321608040201,"Pop, Spoken, Unknown",3
0.2864321608040201,"Rock, Spoken, Unknown",3
0.2814070351758794,"Blues, Country, Experimental",3
0.2814070351758794,"Blues, Country, Rock",3
0.2814070351758794,"Blues, Hip-Hop, Jazz",3
0.2814070351758794,"Blues, Old-Time / Historic, Rock",3
0.2814070351758794,"Country, Electronic, Experimental",3
0.2814070351758794,"Country, Hip-Hop, Rock",3
0.2814070351758794,"Easy Listening, Experimental, Hip-Hop",3
0.2814070351758794,"Easy Listening, Hip-Hop, Rock",3
0.2814070351758794,"Easy Listening, Hip-Hop, Unknown",3
0.2814070351758794,"Experimental, Rock, Unknown",3
0.2814070351758794,"Experimental, Spoken, Unknown",3
0.2814070351758794,"Hip-Hop, Instrumental, Soul-RnB",3
0.2814070351758794,"Hip-Hop, Jazz, Unknown",3
0.2814070351758794,"Hip-Hop, Old-Time / Historic, Unknown",3
0.2814070351758794,"Hip-Hop, Soul-RnB, Unknown",3
0.2814070351758794,"Jazz, Old-Time / Historic, Pop",3
0.2814070351758794,"Old-Time / Historic, Rock, Spoken",3
0.2814070351758794,"Old-Time / Historic, Spoken, Unknown",3
0.27638190954773867,"Blues, Country, Spoken",3
0.27638190954773867,"Blues, Electronic, Spoken",3
0.27638190954773867,"Blues, Experimental, Hip-Hop",3
0.27638190954773867,"Blues, Experimental, Old-Time / Historic",3
0.27638190954773867,"Blues, Experimental, Rock",3
0.27638190954773867,"Blues, Hip-Hop, Spoken",3
0.27638190954773867,"Blues, Jazz, Old-Time / Historic",3
0.27638190954773867,"Classical, Hip-Hop, Soul-RnB",3
0.27638190954773867,"Country, Experimental, Hip-Hop",3
0.27638190954773867,"Country, Rock, Spoken",3
0.27638190954773867,"Easy Listening, Old-Time / Historic, Spoken",3
0.27638190954773867,"Electronic, Experimental, Hip-Hop",3
0.27638190954773867,"Electronic, Experimental, Rock",3
0.27638190954773867,"Electronic, Hip-Hop, Unknown",3
0.27638190954773867,"Experimental, Hip-Hop, International",3
0.27638190954773867,"Hip-Hop, International, Rock",3
0.27638190954773867,"Hip-Hop, Old-Time / Historic, Spoken",3
0.27638190954773867,"Hip-Hop, Rock, Soul-RnB",3
0.27638190954773867,"Hip-Hop, Rock, Spoken",3
0.27638190954773867,"Old-Time / Historic, Pop, Rock",3
0.27638190954773867,"Pop, Rock, Unknown",3
0.271356783919598,"Blues, Easy Listening, Hip-Hop",3
0.271356783919598,"Blues, Electronic, Experimental",3
0.271356783919598,"Blues, Pop, Rock",3
0.271356783919598,"Blues, Rock, Spoken",3
0.271356783919598,"Blues, Rock, Unknown",3
0.271356783919598,"Classical, Experimental, Hip-Hop",3
0.271356783919598,"Classical, Hip-Hop, Old-Time / Historic",3
0.271356783919598,"Classical, Old-Time / Historic, Unknown",3
0.271356783919598,"Country, Easy Listening, Hip-Hop",3
0.271356783919598,"Country, Old-Time / Historic, Unknown",3
0.271356783919598,"Country, Rock, Unknown",3
0.271356783919598,"Electronic, Experimental, Unknown",3
0.271356783919598,"Experimental, Hip-Hop, Instrumental",3
0.271356783919598,"Experimental, Jazz, Unknown",3
0.271356783919598,"Experimental, Old-Time / Historic, Pop",3
0.271356783919598,"Experimental, Old-Time / Historic, Rock",3
0.271356783919598,"Experimental, Pop, Unknown",3
0.271356783919598,"Folk, Hip-Hop, Jazz",3
0.271356783919598,"Folk, Old-Time / Historic, Spoken",3
0.271356783919598,"Hip-Hop, Jazz, Rock",3
0.271356783919598,"Hip-Hop, Pop, Spoken",3
0.271356783919598,"Jazz, Rock, Spoken",3
0.271356783919598,"Pop, Rock, Spoken",3
0.2663316582914573,"Blues, Country, Jazz",3
0.2663316582914573,"Blues, Country, Pop",3
0.2663316582914573,"Blues, Easy Listening, Old-Time / Historic",3
0.2663316582914573,"Blues, Easy Listening, Unknown",3
0.2663316582914573,"Blues, Electronic, Hip-Hop",3
0.2663316582914573,"Blues, Hip-Hop, Pop",3
0.2663316582914573,"Blues, Jazz, Spoken",3
0.2663316582914573,"Blues, Pop, Spoken",3
0.2663316582914573,"Classical, Easy Listening, Hip-Hop",3
0.2663316582914573,"Classical, Hip-Hop, Rock",3
0.2663316582914573,"Classical, Hip-Hop, Spoken",3
0.2663316582914573,"Classical, Old-Time / Historic, Spoken",3
0.2663316582914573,"Country, Easy Listening, Rock",3
0.2663316582914573,"Country, Experimental, Old-Time / Historic",3
0.2663316582914573,"Country, Experimental, Spoken",3
0.2663316582914573,"Country, Old-Time / Historic, Rock",3
0.2663316582914573,"Country, Old-Time / Historic, Spoken",3
0.2663316582914573,"Country, Spoken, Unknown",3
0.2663316582914573,"Easy Listening, Pop, Spoken",3
0.2663316582914573,"Easy Listening, Rock, Spoken",3
0.2663316582914573,"Electronic, Hip-Hop, Spoken",3
0.2663316582914573,"Electronic, Old-Time / Historic, Spoken",3
0.2663316582914573,"Experimental, Hip-Hop, Jazz",3
0.2663316582914573,"Experimental, Hip-Hop, Spoken",3
0.2663316582914573,"Experimental, International, Rock",3
0.2663316582914573,"Folk, Hip-Hop, Unknown",3
0.2663316582914573,"Hip-Hop, Instrumental, Pop",3
0.2663316582914573,"Hip-Hop, International, Spoken",3
0.2663316582914573,"Hip-Hop, Jazz, Old-Time / Historic",3
0.2663316582914573,"Jazz, Old-Time / Historic, Spoken",3
0.2663316582914573,"Jazz, Pop, Spoken",3
0.2663316582914573,"Old-Time / Historic, Soul-RnB, Spoken",3
0.2613065326633166,"Blues, Electronic, Old-Time / Historic",3
0.2613065326633166,"Blues, Electronic, Rock",3
0.2613065326633166,"Blues, Experimental, Spoken",3
0.2613065326633166,"Blues, Folk, Hip-Hop",3
0.2613065326633166,"Blues, Folk, Spoken",3
0.2613065326633166,"Blues, Folk, Unknown",3
0.2613065326633166,"Blues, Hip-Hop, International",3
0.2613065326633166,"Classical, Hip-Hop, International",3
0.2613065326633166,"Classical, Hip-Hop, Jazz",3
0.2613065326633166,"Country, Electronic, Hip-Hop",3
0.2613065326633166,"Country, Experimental, International",3
0.2613065326633166,"Country, Experimental, Unknown",3
0.2613065326633166,"Country, Hip-Hop, International",3
0.2613065326633166,"Country, International, Rock",3
0.2613065326633166,"Country, Jazz, Spoken",3
0.2613065326633166,"Easy Listening, Folk, Hip-Hop",3
0.2613065326633166,"Easy Listening, Hip-Hop, Spoken",3
0.2613065326633166,"Easy Listening, Old-Time / Historic, Pop",3
0.2613065326633166,"Electronic, Experimental, Old-Time / Historic",3
0.2613065326633166,"Electronic, Experimental, Pop",3
0.2613065326633166,"Electronic, Pop, Spoken",3
0.2613065326633166,"Experimental, Hip-Hop, Pop",3
0.2613065326633166,"Experimental, International, Unknown",3
0.2613065326633166,"Experimental, Jazz, Rock",3
0.2613065326633166,"Experimental, Pop, Rock",3
0.2613065326633166,"Folk, Rock, Spoken",3
0.2613065326633166,"Hip-Hop, International, Pop",3
0.2613065326633166,"Hip-Hop, Jazz, Soul-RnB",3
0.2613065326633166,"Hip-Hop, Jazz, Spoken",3
0.2613065326633166,"Instrumental, Old-Time / Historic, Unknown",3
0.2613065326633166,"International, Spoken, Unknown",3
0.2613065326633166,"Jazz, Old-Time / Historic, Rock",3
0.2613065326633166,"Jazz, Old-Time / Historic, Unknown",3
0.2613065326633166,"Jazz, Spoken, Unknown",3
0.2613065326633166,"Old-Time / Historic, Rock, Unknown",3
0.2613065326633166,"Soul-RnB, Spoken, Unknown",3
0.2562814070351759,"Blues, Easy Listening, Spoken",3
0.2562814070351759,"Blues, Electronic, Pop",3
0.2562814070351759,"Blues, Folk, Old-Time / Historic",3
0.2562814070351759,"Blues, Jazz, Pop",3
0.2562814070351759,"Classical, Folk, Hip-Hop",3
0.2562814070351759,"Classical, Jazz, Spoken",3
0.2562814070351759,"Classical, Old-Time / Historic, Pop",3
0.2562814070351759,"Classical, Old-Time / Historic, Rock",3
0.2562814070351759,"Classical, Rock, Spoken",3
0.2562814070351759,"Classical, Rock, Unknown",3
0.2562814070351759,"Country, Electronic, Rock",3
0.2562814070351759,"Country, Hip-Hop, Jazz",3
0.2562814070351759,"Country, Hip-Hop, Soul-RnB",3
0.2562814070351759,"Country, Hip-Hop, Unknown",3
0.2562814070351759,"Easy Listening, Experimental, Spoken",3
0.2562814070351759,"Easy Listening, Hip-Hop, International",3
0.2562814070351759,"Easy Listening, Jazz, Spoken",3
0.2562814070351759,"Electronic, Hip-Hop, Instrumental",3
0.2562814070351759,"Electronic, Hip-Hop, Pop",3
0.2562814070351759,"Electronic, Pop, Unknown",3
0.2562814070351759,"Electronic, Rock, Spoken",3
0.2562814070351759,"Experimental, Folk, Hip-Hop",3
0.2562814070351759,"Experimental, Jazz, Old-Time / Historic",3
0.2562814070351759,"Folk, Hip-Hop, International",3
0.2562814070351759,"Folk, Hip-Hop, Soul-RnB",3
0.2562814070351759,"Hip-Hop, International, Old-Time / Historic",3
0.2562814070351759,"Hip-Hop, Jazz, Pop",3
0.2562814070351759,"Instrumental, International, Soul-RnB",3
0.2562814070351759,"Instrumental, International, Unknown",3
0.2562814070351759,"Instrumental, Old-Time / Historic, Pop",3
0.2562814070351759,"Instrumental, Pop, Unknown",3
0.2562814070351759,"Instrumental, Soul-RnB, Unknown",3
0.2562814070351759,"Jazz, Old-Time / Historic, Soul-RnB",3
0.2562814070351759,"Jazz, Pop, Rock",3
0.2562814070351759,"Old-Time / Historic, Soul-RnB, Unknown",3
0.25125628140703515,"Blues, Country, Easy Listening",3
0.25125628140703515,"Blues, Country, International",3
0.25125628140703515,"Blues, Easy Listening, Rock",3
0.25125628140703515,"Blues, Experimental, Jazz",3
0.25125628140703515,"Blues, International, Rock",3
0.25125628140703515,"Blues, International, Unknown",3
0.25125628140703515,"Blues, Soul-RnB, Unknown",3
0.25125628140703515,"Classical, Country, Rock",3
0.25125628140703515,"Classical, Electronic, Hip-Hop",3
0.25125628140703515,"Classical, Electronic, Spoken",3
0.25125628140703515,"Classical, Hip-Hop, Instrumental",3
0.25125628140703515,"Classical, Instrumental, Soul-RnB",3
0.25125628140703515,"Country, Jazz, Soul-RnB",3
0.25125628140703515,"Country, Old-Time / Historic, Pop",3
0.25125628140703515,"Easy Listening, Experimental, Rock",3
0.25125628140703515,"Easy Listening, Hip-Hop, Old-Time / Historic",3
0.25125628140703515,"Easy Listening, Old-Time / Historic, Rock",3
0.25125628140703515,"Easy Listening, Rock, Unknown",3
0.25125628140703515,"Electronic, Experimental, International",3
0.25125628140703515,"Electronic, Old-Time / Historic, Unknown",3
0.25125628140703515,"Electronic, Rock, Unknown",3
0.25125628140703515,"Experimental, Hip-Hop, Soul-RnB",3
0.25125628140703515,"Experimental, Instrumental, Old-Time / Historic",3
0.25125628140703515,"Experimental, Jazz, Spoken",3
0.25125628140703515,"Folk, Hip-Hop, Instrumental",3
0.25125628140703515,"Folk, Jazz, Old-Time / Historic",3
0.25125628140703515,"Folk, Old-Time / Historic, Pop",3
0.25125628140703515,"Folk, Pop, Spoken",3
0.25125628140703515,"Folk, Spoken, Unknown",3
0.25125628140703515,"Hip-Hop, Instrumental, Old-Time / Historic",3
0.25125628140703515,"Instrumental, International, Rock",3
0.25125628140703515,"Instrumental, Old-Time / Historic, Spoken",3
0.25125628140703515,"Instrumental, Rock, Spoken",3
0.25125628140703515,"Instrumental, Spoken, Unknown",3
0.25125628140703515,"Jazz, Pop, Unknown",3
0.24623115577889448,"Blues, Classical, Hip-Hop",3
0.24623115577889448,"Blues, Classical, Old-Time / Historic",3
0.24623115577889448,"Blues, Country, Electronic",3
0.24623115577889448,"Blues, Country, Folk",3
0.24623115577889448,"Blues, Folk, Jazz",3
0.24623115577889448,"Blues, Folk, Pop",3
0.24623115577889448,"Blues, Hip-Hop, Instrumental",3
0.24623115577889448,"Blues, Hip-Hop, Soul-RnB",3
0.24623115577889448,"Blues, Instrumental, Unknown",3
0.24623115577889448,"Blues, Jazz, Rock",3
0.24623115577889448,"Classical, Easy Listening, Old-Time / Historic",3
0.24623115577889448,"Classical, Easy Listening, Rock",3
0.24623115577889448,"Classical, Easy Listening, Unknown",3
0.24623115577889448,"Classical, Experimental, Unknown",3
0.24623115577889448,"Classical, Folk, Old-Time / Historic",3
0.24623115577889448,"Classical, Jazz, Old-Time / Historic",3
0.24623115577889448,"Classical, Old-Time / Historic, Soul-RnB",3
0.24623115577889448,"Classical, Soul-RnB, Unknown",3
0.24623115577889448,"Classical, Spoken, Unknown",3
0.24623115577889448,"Country, Easy Listening, Spoken",3
0.24623115577889448,"Country, Electronic, Spoken",3
0.24623115577889448,"Country, Electronic, Unknown",3
0.24623115577889448,"Country, Hip-Hop, Old-Time / Historic",3
0.24623115577889448,"Country, Instrumental, Rock",3
0.24623115577889448,"Country, Instrumental, Soul-RnB",3
0.24623115577889448,"Country, Jazz, Old-Time / Historic",3
0.24623115577889448,"Country, Pop, Rock",3
0.24623115577889448,"Country, Rock, Soul-RnB",3
0.24623115577889448,"Easy Listening, Electronic, Experimental",3
0.24623115577889448,"Easy Listening, Folk, Old-Time / Historic",3
0.24623115577889448,"Easy Listening, Hip-Hop, Jazz",3
0.24623115577889448,"Easy Listening, Hip-Hop, Pop",3
0.24623115577889448,"Easy Listening, Old-Time / Historic, Unknown",3
0.24623115577889448,"Easy Listening, Spoken, Unknown",3
0.24623115577889448,"Electronic, Hip-Hop, Rock",3
0.24623115577889448,"Electronic, International, Unknown",3
0.24623115577889448,"Electronic, Old-Time / Historic, Pop",3
0.24623115577889448,"Electronic, Pop, Rock",3
0.24623115577889448,"Experimental, Folk, Old-Time / Historic",3
0.24623115577889448,"Experimental, Instrumental, International",3
0.24623115577889448,"Experimental, Instrumental, Soul-RnB",3
0.24623115577889448,"Experimental, Instrumental, Unknown",3
0.24623115577889448,"Experimental, Pop, Spoken",3
0.24623115577889448,"Folk, Hip-Hop, Old-Time / Historic",3
0.24623115577889448,"Folk, Hip-Hop, Rock",3
0.24623115577889448,"Folk, Hip-Hop, Spoken",3
0.24623115577889448,"Folk, Jazz, Spoken",3
0.24623115577889448,"Folk, Old-Time / Historic, Unknown",3
0.24623115577889448,"Hip-Hop, Old-Time / Historic, Soul-RnB",3
0.24623115577889448,"Hip-Hop, Pop, Soul-RnB",3
0.24623115577889448,"Instrumental, Rock, Soul-RnB",3
0.24623115577889448,"International, Old-Time / Historic, Spoken",3
0.24623115577889448,"International, Pop, Unknown",3
0.24623115577889448,"International, Rock, Spoken",3
0.24623115577889448,"International, Rock, Unknown",3
0.24623115577889448,"International, Soul-RnB, Unknown",3
0.24120603015075376,"Blues, Classical, Unknown",3
0.24120603015075376,"Blues, Country, Soul-RnB",3
0.24120603015075376,"Blues, Experimental, Pop",3
0.24120603015075376,"Blues, Instrumental, Old-Time / Historic",3
0.24120603015075376,"Blues, Old-Time / Historic, Soul-RnB",3
0.24120603015075376,"Classical, Country, Easy Listening",3
0.24120603015075376,"Classical, Electronic, Experimental",3
0.24120603015075376,"Classical, Experimental, Old-Time / Historic",3
0.24120603015075376,"Classical, Jazz, Rock",3
0.24120603015075376,"Classical, Jazz, Unknown",3
0.24120603015075376,"Country, Experimental, Instrumental",3
0.24120603015075376,"Country, Experimental, Soul-RnB",3
0.24120603015075376,"Country, Folk, Hip-Hop",3
0.24120603015075376,"Country, Hip-Hop, Spoken",3
0.24120603015075376,"Country, International, Unknown",3
0.24120603015075376,"Country, Jazz, Rock",3
0.24120603015075376,"Country, Jazz, Unknown",3
0.24120603015075376,"Country, Pop, Spoken",3
0.24120603015075376,"Country, Pop, Unknown",3
0.24120603015075376,"Easy Listening, Electronic, Hip-Hop",3
0.24120603015075376,"Easy Listening, Experimental, Old-Time / Historic",3
0.24120603015075376,"Easy Listening, Folk, Spoken",3
0.24120603015075376,"Easy Listening, Hip-Hop, Soul-RnB",3
0.24120603015075376,"Easy Listening, Jazz, Rock",3
0.24120603015075376,"Electronic, Hip-Hop, International",3
0.24120603015075376,"Electronic, Hip-Hop, Jazz",3
0.24120603015075376,"Electronic, Hip-Hop, Soul-RnB",3
0.24120603015075376,"Electronic, International, Spoken",3
0.24120603015075376,"Experimental, Instrumental, Rock",3
0.24120603015075376,"Experimental, International, Old-Time / Historic",3
0.24120603015075376,"Experimental, International, Spoken",3
0.24120603015075376,"Experimental, Jazz, Soul-RnB",3
0.24120603015075376,"Experimental, Old-Time / Historic, Soul-RnB",3
0.24120603015075376,"Experimental, Rock, Soul-RnB",3
0.24120603015075376,"Folk, Hip-Hop, Pop",3
0.24120603015075376,"Folk, Old-Time / Historic, Rock",3
0.24120603015075376,"Hip-Hop, Instrumental, Jazz",3
0.24120603015075376,"Hip-Hop, Soul-RnB, Spoken",3
0.24120603015075376,"International, Old-Time / Historic, Rock",3
0.24120603015075376,"International, Old-Time / Historic, Unknown",3
0.24120603015075376,"International, Pop, Rock",3
0.24120603015075376,"Jazz, Soul-RnB, Spoken",3
0.24120603015075376,"Old-Time / Historic, Pop, Soul-RnB",3
0.23618090452261306,"Blues, Easy Listening, Folk",3
0.23618090452261306,"Blues, Experimental, International",3
0.23618090452261306,"Blues, International, Spoken",3
0.23618090452261306,"Classical, Easy Listening, Spoken",3
0.23618090452261306,"Classical, Folk, Rock",3
0.23618090452261306,"Classical, Folk, Soul-RnB",3
0.23618090452261306,"Classical, Folk, Spoken",3
0.23618090452261306,"Classical, Hip-Hop, Pop",3
0.23618090452261306,"Classical, International, Soul-RnB",3
0.23618090452261306,"Classical, Jazz, Soul-RnB",3
0.23618090452261306,"Classical, Pop, Spoken",3
0.23618090452261306,"Classical, Pop, Unknown",3
0.23618090452261306,"Classical, Rock, Soul-RnB",3
0.23618090452261306,"Country, Easy Listening, Unknown",3
0.23618090452261306,"Country, Experimental, Jazz",3
0.23618090452261306,"Country, Experimental, Pop",3
0.23618090452261306,"Country, Folk, Jazz",3
0.23618090452261306,"Country, Hip-Hop, Instrumental",3
0.23618090452261306,"Country, Hip-Hop, Pop",3
0.23618090452261306,"Country, Instrumental, Jazz",3
0.23618090452261306,"Country, Instrumental, Spoken",3
0.23618090452261306,"Country, Instrumental, Unknown",3
0.23618090452261306,"Country, International, Soul-RnB",3
0.23618090452261306,"Country, International, Spoken",3
0.23618090452261306,"Country, Soul-RnB, Unknown",3
0.23618090452261306,"Easy Listening, Electronic, Spoken",3
0.23618090452261306,"Easy Listening, Experimental, Unknown",3
0.23618090452261306,"Easy Listening, Hip-Hop, Instrumental",3
0.23618090452261306,"Easy Listening, Instrumental, Rock",3
0.23618090452261306,"Easy Listening, Pop, Rock",3
0.23618090452261306,"Electronic, Experimental, Jazz",3
0.23618090452261306,"Electronic, Folk, Spoken",3
0.23618090452261306,"Electronic, Hip-Hop, Old-Time / Historic",3
0.23618090452261306,"Electronic, Instrumental, Spoken",3
0.23618090452261306,"Electronic, Jazz, Unknown",3
0.23618090452261306,"Experimental, Folk, Jazz",3
0.23618090452261306,"Experimental, Instrumental, Spoken",3
0.23618090452261306,"Experimental, International, Pop",3
0.23618090452261306,"Experimental, International, Soul-RnB",3
